id_talent_req,nama_posisi,company_name,backlog_headcount,nim,program_studi,semester,match_score
TR5990,Mechanical Engineer Intern,PT Indo Data,3,202111760,Teknik Mesin,6,85.0
TR5991,Civil Engineer Intern,CV Prima Sejahtera,1,20211553,Teknik Sipil,5,100.0
TR5991,Civil Engineer Intern,CV Prima Sejahtera,1,20205075,Teknik Sipil,8,100.0
TR5991,Civil Engineer Intern,CV Prima Sejahtera,1,202213818,Teknik Sipil,5,100.0
TR5991,Civil Engineer Intern,CV Prima Sejahtera,1,202215764,Teknik Sipil,5,100.0
TR5991,Civil Engineer Intern,CV Prima Sejahtera,1,202018431,Teknik Sipil,7,100.0
TR5992,Drafter,PT Esa Mandiri,1,20210304,Teknik Mesin,5,70.0
TR5992,Drafter,PT Esa Mandiri,1,20210492,Teknik Sipil,5,70.0
TR5992,Drafter,PT Esa Mandiri,1,20200670,Teknik Mesin,7,70.0
TR5992,Drafter,PT Esa Mandiri,1,20200723,Teknik Mesin,8,70.0
TR5992,Drafter,PT Esa Mandiri,1,20220771,Teknik Mesin,5,70.0
TR5993,IT Staff,PT Media Systems,1,20200322,Sistem Informasi,7,70.0
TR5993,IT Staff,PT Media Systems,1,20220346,Teknik Elektro,5,70.0
TR5993,IT Staff,PT Media Systems,1,20210383,Teknik Elektro,5,70.0
TR5993,IT Staff,PT Media Systems,1,20220614,Teknik Elektro,5,70.0
TR5993,IT Staff,PT Media Systems,1,20200673,Teknik Elektro,7,70.0
TR5994,Actuarial Analyst Intern,CV Gemilang Pratama,2,20201257,Akuntansi,9,70.0
TR5994,Actuarial Analyst Intern,CV Gemilang Pratama,2,20201505,Akuntansi,8,70.0
TR5994,Actuarial Analyst Intern,CV Gemilang Pratama,2,20202090,Akuntansi,7,70.0
TR5994,Actuarial Analyst Intern,CV Gemilang Pratama,2,20213529,Akuntansi,7,70.0
TR5994,Actuarial Analyst Intern,CV Gemilang Pratama,2,20214089,Statistika,7,70.0
TR5995,Agricultural Engineer Intern,PT Makmur Utama,4,20211065,Agroteknologi,6,70.0
TR5995,Agricultural Engineer Intern,PT Makmur Utama,4,20211589,Agroteknologi,6,70.0
TR5995,Agricultural Engineer Intern,PT Makmur Utama,4,20212112,Agroteknologi,6,70.0
TR5995,Agricultural Engineer Intern,PT Makmur Utama,4,20202139,Agroteknologi,9,70.0
TR5995,Agricultural Engineer Intern,PT Makmur Utama,4,20203672,Agroteknologi,9,70.0
TR5997,Data Entry Operator,PT Solusi Konsultan,5,20210173,Akuntansi,7,70.0
TR5997,Data Entry Operator,PT Solusi Konsultan,5,20210183,Akuntansi,7,70.0
TR5997,Data Entry Operator,PT Solusi Konsultan,5,20200322,Sistem Informasi,7,70.0
TR5997,Data Entry Operator,PT Solusi Konsultan,5,20220374,Akuntansi,5,70.0
TR5997,Data Entry Operator,PT Solusi Konsultan,5,20210406,Akuntansi,7,70.0
TR5998,Motion Graphic Designer,PT Media Terapan,1,20200161,Desain Komunikasi Visual,8,70.0
TR5998,Motion Graphic Designer,PT Media Terapan,1,20211316,Desain Komunikasi Visual,5,70.0
TR5998,Motion Graphic Designer,PT Media Terapan,1,20212238,Desain Komunikasi Visual,7,70.0
TR5998,Motion Graphic Designer,PT Media Terapan,1,20193177,Desain Komunikasi Visual,9,70.0
TR5998,Motion Graphic Designer,PT Media Terapan,1,20204310,Desain Komunikasi Visual,7,70.0
TR5999,Research Assistant,PT Bumi Sejahtera,3,20200059,Farmasi,9,70.0
TR5999,Research Assistant,PT Bumi Sejahtera,3,20200620,Farmasi,7,70.0
TR5999,Research Assistant,PT Bumi Sejahtera,3,20211065,Agroteknologi,6,70.0
TR5999,Research Assistant,PT Bumi Sejahtera,3,20211589,Agroteknologi,6,70.0
TR5999,Research Assistant,PT Bumi Sejahtera,3,20212112,Agroteknologi,6,70.0
TR6000,Customer Service Intern,PT Indo Mandiri,1,20191461,Ilmu Komunikasi,11,70.0
TR6000,Customer Service Intern,PT Indo Mandiri,1,20201583,Ilmu Komunikasi,9,70.0
TR6000,Customer Service Intern,PT Indo Mandiri,1,20192608,Ilmu Komunikasi,9,70.0
TR6000,Customer Service Intern,PT Indo Mandiri,1,20212862,Ilmu Komunikasi,7,70.0
TR6000,Customer Service Intern,PT Indo Mandiri,1,20213216,Manajemen,7,70.0
TR6001,Marketing Intern,PT Makmur Kreatif,1,20220299,Ilmu Komunikasi,4,70.0
TR6001,Marketing Intern,PT Makmur Kreatif,1,20220631,Ilmu Komunikasi,5,70.0
TR6001,Marketing Intern,PT Makmur Kreatif,1,20210885,Manajemen,6,70.0
TR6001,Marketing Intern,PT Makmur Kreatif,1,20221136,Ilmu Komunikasi,5,70.0
TR6001,Marketing Intern,PT Makmur Kreatif,1,20221210,Ilmu Komunikasi,4,70.0
TR6002,IT Support,PT Bina Utama,2,20210158,Informatika,5,70.0
TR6002,IT Support,PT Bina Utama,2,20200322,Sistem Informasi,7,70.0
TR6002,IT Support,PT Bina Utama,2,20210378,Informatika,6,70.0
TR6002,IT Support,PT Bina Utama,2,20210709,Informatika,6,70.0
TR6002,IT Support,PT Bina Utama,2,20200739,Informatika,9,70.0
TR6003,Sales Admin,CV Esa Nusantara,1,20220631,Ilmu Komunikasi,5,70.0
TR6003,Sales Admin,CV Esa Nusantara,1,20210885,Manajemen,6,70.0
TR6003,Sales Admin,CV Esa Nusantara,1,20221136,Ilmu Komunikasi,5,70.0
TR6003,Sales Admin,CV Esa Nusantara,1,20211235,Manajemen,6,70.0
TR6003,Sales Admin,CV Esa Nusantara,1,20191461,Ilmu Komunikasi,11,70.0
TR6005,Data Analyst,PT Techno Systems,3,20202592,Sistem Informasi,8,88.0
TR6005,Data Analyst,PT Techno Systems,3,20195167,Sistem Informasi,11,88.0
TR6005,Data Analyst,PT Techno Systems,3,20208606,Sistem Informasi,8,88.0
TR6005,Data Analyst,PT Techno Systems,3,201911800,Sistem Informasi,9,88.0
TR6005,Data Analyst,PT Techno Systems,3,202112969,Sistem Informasi,6,88.0
TR6006,Data Entry Operator,CV Mitra Informatika,1,20210120,Akuntansi,7,70.0
TR6006,Data Entry Operator,CV Mitra Informatika,1,20210409,Sistem Informasi,7,70.0
TR6006,Data Entry Operator,CV Mitra Informatika,1,20212546,Sistem Informasi,6,70.0
TR6006,Data Entry Operator,CV Mitra Informatika,1,20213273,Akuntansi,6,70.0
TR6006,Data Entry Operator,CV Mitra Informatika,1,20213622,Sistem Informasi,7,70.0
TR6007,Frontend Developer,PT Techno Perkasa,2,20200418,Pendidikan Teknik Informatika,7,92.5
TR6007,Frontend Developer,PT Techno Perkasa,2,20202514,Pendidikan Teknik Informatika,9,92.5
TR6007,Frontend Developer,PT Techno Perkasa,2,201915019,Pendidikan Teknik Informatika,9,92.5
TR6007,Frontend Developer,PT Techno Perkasa,2,202115935,Pendidikan Teknik Informatika,6,92.5
TR6007,Frontend Developer,PT Techno Perkasa,2,202122532,Pendidikan Teknik Informatika,6,92.5
TR6008,Agricultural Engineer Intern,PT Sinergi Systems,3,20202876,Agroteknologi,7,70.0
TR6008,Agricultural Engineer Intern,PT Sinergi Systems,3,20213165,Agroteknologi,7,70.0
TR6008,Agricultural Engineer Intern,PT Sinergi Systems,3,20219438,Agroteknologi,7,70.0
TR6008,Agricultural Engineer Intern,PT Sinergi Systems,3,201915786,Agroteknologi,9,70.0
TR6008,Agricultural Engineer Intern,PT Sinergi Systems,3,202117469,Agroteknologi,7,70.0
TR6009,Content Creator,PT Bangkit Solusi,1,20210190,Desain Komunikasi Visual,6,70.0
TR6009,Content Creator,PT Bangkit Solusi,1,20220631,Ilmu Komunikasi,5,70.0
TR6009,Content Creator,PT Bangkit Solusi,1,20211108,Desain Komunikasi Visual,6,70.0
TR6009,Content Creator,PT Bangkit Solusi,1,20221136,Ilmu Komunikasi,5,70.0
TR6009,Content Creator,PT Bangkit Solusi,1,20191461,Ilmu Komunikasi,11,70.0
TR6010,Research Associate,PT Andalas Karya,3,20210218,Psikologi,5,70.0
TR6010,Research Associate,PT Andalas Karya,3,20210487,Psikologi,5,70.0
TR6010,Research Associate,PT Andalas Karya,3,20210611,Psikologi,5,70.0
TR6010,Research Associate,PT Andalas Karya,3,20211450,Psikologi,6,70.0
TR6010,Research Associate,PT Andalas Karya,3,20211886,Psikologi,5,70.0
TR6012,Marketing Staff,PT Esa Global,2,20210885,Manajemen,6,70.0
TR6012,Marketing Staff,PT Esa Global,2,20211235,Manajemen,6,70.0
TR6012,Marketing Staff,PT Esa Global,2,20191461,Ilmu Komunikasi,11,70.0
TR6012,Marketing Staff,PT Esa Global,2,20201583,Ilmu Komunikasi,9,70.0
TR6012,Marketing Staff,PT Esa Global,2,20211884,Manajemen,6,70.0
TR6013,Full Stack Developer,PT Indo Analitika,4,20212492,Informatika,7,100.0
TR6013,Full Stack Developer,PT Indo Analitika,4,20213110,Informatika,5,100.0
TR6013,Full Stack Developer,PT Indo Analitika,4,20217328,Informatika,7,100.0
TR6013,Full Stack Developer,PT Indo Analitika,4,202019053,Informatika,9,100.0
TR6013,Full Stack Developer,PT Indo Analitika,4,202120287,Informatika,5,100.0
TR6014,Data Analyst,PT Inti Gemilang,3,20202592,Sistem Informasi,8,88.0
TR6014,Data Analyst,PT Inti Gemilang,3,20195167,Sistem Informasi,11,88.0
TR6014,Data Analyst,PT Inti Gemilang,3,20208606,Sistem Informasi,8,88.0
TR6014,Data Analyst,PT Inti Gemilang,3,201911800,Sistem Informasi,9,88.0
TR6014,Data Analyst,PT Inti Gemilang,3,202112969,Sistem Informasi,6,88.0
TR6015,Digital Marketing Intern,PT Gemilang Bersama,2,20191461,Ilmu Komunikasi,11,70.0
TR6015,Digital Marketing Intern,PT Gemilang Bersama,2,20201583,Ilmu Komunikasi,9,70.0
TR6015,Digital Marketing Intern,PT Gemilang Bersama,2,20202201,Desain Komunikasi Visual,9,70.0
TR6015,Digital Marketing Intern,PT Gemilang Bersama,2,20192608,Ilmu Komunikasi,9,70.0
TR6015,Digital Marketing Intern,PT Gemilang Bersama,2,20212862,Ilmu Komunikasi,7,70.0
TR6016,Financial Analyst,PT Global Informatika,1,20211088,Akuntansi,5,100.0
TR6016,Financial Analyst,PT Global Informatika,1,20221506,Ekonomi Pembangunan,5,100.0
TR6016,Financial Analyst,PT Global Informatika,1,20202090,Akuntansi,7,100.0
TR6016,Financial Analyst,PT Global Informatika,1,20212179,Ekonomi Pembangunan,7,100.0
TR6016,Financial Analyst,PT Global Informatika,1,20212295,Ekonomi Pembangunan,7,100.0
TR6017,Production Engineer Intern,PT Mega Data,2,20210265,Teknik Industri,7,70.0
TR6017,Production Engineer Intern,PT Mega Data,2,20210304,Teknik Mesin,5,70.0
TR6017,Production Engineer Intern,PT Mega Data,2,20200670,Teknik Mesin,7,70.0
TR6017,Production Engineer Intern,PT Mega Data,2,20200723,Teknik Mesin,8,70.0
TR6017,Production Engineer Intern,PT Mega Data,2,20220771,Teknik Mesin,5,70.0
TR6018,Marketing Staff,PT Cakra Bersama,1,20190191,Manajemen,11,70.0
TR6018,Marketing Staff,PT Cakra Bersama,1,20200206,Manajemen,9,70.0
TR6018,Marketing Staff,PT Cakra Bersama,1,20210344,Manajemen,6,70.0
TR6018,Marketing Staff,PT Cakra Bersama,1,20212472,Manajemen,7,70.0
TR6018,Marketing Staff,PT Cakra Bersama,1,20212600,Desain Komunikasi Visual,6,70.0
TR602,Research Assistant,CV Graha Logistik,1,20202876,Agroteknologi,7,70.0
TR602,Research Assistant,CV Graha Logistik,1,20213165,Agroteknologi,7,70.0
TR602,Research Assistant,CV Graha Logistik,1,20214089,Statistika,7,70.0
TR602,Research Assistant,CV Graha Logistik,1,20204301,Statistika,7,70.0
TR602,Research Assistant,CV Graha Logistik,1,20205777,Statistika,9,70.0
TR6022,Data Analyst,CV Esa Digital,1,20206600,Ekonomi Pembangunan,7,88.0
TR6022,Data Analyst,CV Esa Digital,1,202118245,Ekonomi Pembangunan,6,88.0
TR6022,Data Analyst,CV Esa Digital,1,20212179,Ekonomi Pembangunan,7,82.0
TR6022,Data Analyst,CV Esa Digital,1,20203958,Ekonomi Pembangunan,8,82.0
TR6022,Data Analyst,CV Esa Digital,1,20215010,Ekonomi Pembangunan,7,82.0
TR6023,Marketing Intern,PT Bakti Cerdas,1,20200697,Ilmu Komunikasi,9,70.0
TR6023,Marketing Intern,PT Bakti Cerdas,1,20201042,Ilmu Komunikasi,8,70.0
TR6023,Marketing Intern,PT Bakti Cerdas,1,20203749,Manajemen,7,70.0
TR6023,Marketing Intern,PT Bakti Cerdas,1,20215935,Ilmu Komunikasi,7,70.0
TR6023,Marketing Intern,PT Bakti Cerdas,1,20216359,Ilmu Komunikasi,6,70.0
TR6024,IT Support,PT Solusi Bersama,4,20200131,Informatika,7,70.0
TR6024,IT Support,PT Solusi Bersama,4,20190245,Informatika,9,70.0
TR6024,IT Support,PT Solusi Bersama,4,20210944,Informatika,6,70.0
TR6024,IT Support,PT Solusi Bersama,4,20211021,Informatika,7,70.0
TR6024,IT Support,PT Solusi Bersama,4,20201375,Informatika,9,70.0
TR6025,Data Analyst,PT Sejahtera Digital,2,20204329,Ekonomi Pembangunan,9,88.0
TR6025,Data Analyst,PT Sejahtera Digital,2,202215076,Ekonomi Pembangunan,5,88.0
TR6025,Data Analyst,PT Sejahtera Digital,2,202016492,Ekonomi Pembangunan,7,88.0
TR6025,Data Analyst,PT Sejahtera Digital,2,202221523,Ekonomi Pembangunan,4,88.0
TR6025,Data Analyst,PT Sejahtera Digital,2,20203510,Informatika,9,82.0
TR6028,Marketing Intern,PT Media Informatika,2,20220299,Ilmu Komunikasi,4,70.0
TR6028,Marketing Intern,PT Media Informatika,2,20220631,Ilmu Komunikasi,5,70.0
TR6028,Marketing Intern,PT Media Informatika,2,20210885,Manajemen,6,70.0
TR6028,Marketing Intern,PT Media Informatika,2,20221136,Ilmu Komunikasi,5,70.0
TR6028,Marketing Intern,PT Media Informatika,2,20221210,Ilmu Komunikasi,4,70.0
TR603,Drafter,CV Nusa Informatika,3,20200135,Teknik Sipil,9,70.0
TR603,Drafter,CV Nusa Informatika,3,20200657,Teknik Mesin,7,70.0
TR603,Drafter,CV Nusa Informatika,3,20211596,Teknik Sipil,6,70.0
TR603,Drafter,CV Nusa Informatika,3,20205075,Teknik Sipil,8,70.0
TR603,Drafter,CV Nusa Informatika,3,202110892,Teknik Sipil,6,70.0
TR6030,Business Analyst,PT Media Digital,3,20201858,Statistika,9,100.0
TR6030,Business Analyst,PT Media Digital,3,20214430,Statistika,6,100.0
TR6030,Business Analyst,PT Media Digital,3,20228018,Manajemen,5,100.0
TR6030,Business Analyst,PT Media Digital,3,20219841,Manajemen,6,100.0
TR6030,Business Analyst,PT Media Digital,3,202110097,Statistika,7,100.0
TR6032,Actuarial Analyst Intern,CV Cakra Kreatif,1,20210173,Akuntansi,7,70.0
TR6032,Actuarial Analyst Intern,CV Cakra Kreatif,1,20210183,Akuntansi,7,70.0
TR6032,Actuarial Analyst Intern,CV Cakra Kreatif,1,20220374,Akuntansi,5,70.0
TR6032,Actuarial Analyst Intern,CV Cakra Kreatif,1,20210406,Akuntansi,7,70.0
TR6032,Actuarial Analyst Intern,CV Cakra Kreatif,1,20190423,Akuntansi,11,70.0
TR6034,Sales Admin,CV Inovasi Mandiri,1,20220631,Ilmu Komunikasi,5,70.0
TR6034,Sales Admin,CV Inovasi Mandiri,1,20210885,Manajemen,6,70.0
TR6034,Sales Admin,CV Inovasi Mandiri,1,20221136,Ilmu Komunikasi,5,70.0
TR6034,Sales Admin,CV Inovasi Mandiri,1,20211235,Manajemen,6,70.0
TR6034,Sales Admin,CV Inovasi Mandiri,1,20191461,Ilmu Komunikasi,11,70.0
TR6035,UI/UX Designer,PT Nusa Media,2,20200322,Sistem Informasi,7,70.0
TR6035,UI/UX Designer,PT Nusa Media,2,20210378,Informatika,6,70.0
TR6035,UI/UX Designer,PT Nusa Media,2,20210709,Informatika,6,70.0
TR6035,UI/UX Designer,PT Nusa Media,2,20200739,Informatika,9,70.0
TR6035,UI/UX Designer,PT Nusa Media,2,20210777,Informatika,7,70.0
TR6036,Business Development Intern,CV Mitra Perkasa,2,20210411,Manajemen,5,70.0
TR6036,Business Development Intern,CV Mitra Perkasa,2,20220445,Manajemen,5,70.0
TR6036,Business Development Intern,CV Mitra Perkasa,2,20190498,Ekonomi Pembangunan,9,70.0
TR6036,Business Development Intern,CV Mitra Perkasa,2,20193066,Ekonomi Pembangunan,11,70.0
TR6036,Business Development Intern,CV Mitra Perkasa,2,20203749,Manajemen,7,70.0
TR6037,DevOps Engineer,PT Bakti Makmur,1,20220446,Informatika,4,100.0
TR6037,DevOps Engineer,PT Bakti Makmur,1,20212492,Informatika,7,100.0
TR6037,DevOps Engineer,PT Bakti Makmur,1,20228204,Informatika,4,100.0
TR6037,DevOps Engineer,PT Bakti Makmur,1,202210299,Informatika,5,100.0
TR6037,DevOps Engineer,PT Bakti Makmur,1,202019053,Informatika,9,100.0
TR6038,Agricultural Engineer Intern,CV Mega Sentosa,2,20211065,Agroteknologi,6,70.0
TR6038,Agricultural Engineer Intern,CV Mega Sentosa,2,20211589,Agroteknologi,6,70.0
TR6038,Agricultural Engineer Intern,CV Mega Sentosa,2,20221645,Agroteknologi,5,70.0
TR6038,Agricultural Engineer Intern,CV Mega Sentosa,2,20212112,Agroteknologi,6,70.0
TR6038,Agricultural Engineer Intern,CV Mega Sentosa,2,20202139,Agroteknologi,9,70.0
TR6039,Data Analyst,PT Perkasa Indonesia,3,20193988,Statistika,11,94.0
TR6039,Data Analyst,PT Perkasa Indonesia,3,202113265,Statistika,7,94.0
TR6039,Data Analyst,PT Perkasa Indonesia,3,202013923,Statistika,8,94.0
TR6039,Data Analyst,PT Perkasa Indonesia,3,202122258,Statistika,7,94.0
TR6039,Data Analyst,PT Perkasa Indonesia,3,20209832,Statistika,7,88.0
TR604,Business Analyst,PT Indo Inovasi,1,20210885,Manajemen,6,100.0
TR604,Business Analyst,PT Indo Inovasi,1,20211235,Manajemen,6,100.0
TR604,Business Analyst,PT Indo Inovasi,1,20211884,Manajemen,6,100.0
TR604,Business Analyst,PT Indo Inovasi,1,20202518,Sistem Informasi,8,100.0
TR604,Business Analyst,PT Indo Inovasi,1,20213216,Manajemen,7,100.0
TR6040,Financial Analyst,PT Mandiri Utama,4,20190498,Ekonomi Pembangunan,9,100.0
TR6040,Financial Analyst,PT Mandiri Utama,4,20193066,Ekonomi Pembangunan,11,100.0
TR6040,Financial Analyst,PT Mandiri Utama,4,20204329,Ekonomi Pembangunan,9,100.0
TR6040,Financial Analyst,PT Mandiri Utama,4,20219020,Akuntansi,7,100.0
TR6040,Financial Analyst,PT Mandiri Utama,4,202014083,Akuntansi,7,100.0
TR6041,Accounting Staff,PT Prima Gemilang,2,202011893,Akuntansi,8,100.0
TR6041,Accounting Staff,PT Prima Gemilang,2,202018709,Akuntansi,9,100.0
TR6041,Accounting Staff,PT Prima Gemilang,2,202122269,Akuntansi,7,100.0
TR6041,Accounting Staff,PT Prima Gemilang,2,20208175,Akuntansi,9,90.0
TR6041,Accounting Staff,PT Prima Gemilang,2,20198877,Akuntansi,9,90.0
TR6042,DevOps Engineer,PT Abadi Inovasi,3,20212492,Informatika,7,100.0
TR6042,DevOps Engineer,PT Abadi Inovasi,3,202019053,Informatika,9,100.0
TR6042,DevOps Engineer,PT Abadi Inovasi,3,202024428,Informatika,9,100.0
TR6042,DevOps Engineer,PT Abadi Inovasi,3,202024588,Informatika,8,100.0
TR6042,DevOps Engineer,PT Abadi Inovasi,3,20210181,Informatika,7,85.0
TR6043,IT Support,PT Cipta Solusi,4,20210158,Informatika,5,70.0
TR6043,IT Support,PT Cipta Solusi,4,20200322,Sistem Informasi,7,70.0
TR6043,IT Support,PT Cipta Solusi,4,20220336,Sistem Informasi,4,70.0
TR6043,IT Support,PT Cipta Solusi,4,20210378,Informatika,6,70.0
TR6043,IT Support,PT Cipta Solusi,4,20220446,Informatika,4,70.0
TR6044,Data Analyst,PT Gemilang Perkasa,1,202016029,Sistem Informasi,9,94.0
TR6044,Data Analyst,PT Gemilang Perkasa,1,20212646,Sistem Informasi,6,88.0
TR6044,Data Analyst,PT Gemilang Perkasa,1,20218729,Sistem Informasi,6,88.0
TR6044,Data Analyst,PT Gemilang Perkasa,1,20199143,Sistem Informasi,10,88.0
TR6044,Data Analyst,PT Gemilang Perkasa,1,202015174,Sistem Informasi,8,88.0
TR6046,Research Intern,CV Mitra Bersama,1,20221132,Statistika,5,70.0
TR6046,Research Intern,CV Mitra Bersama,1,20221283,Statistika,5,70.0
TR6046,Research Intern,CV Mitra Bersama,1,20221506,Ekonomi Pembangunan,5,70.0
TR6046,Research Intern,CV Mitra Bersama,1,20212179,Ekonomi Pembangunan,7,70.0
TR6046,Research Intern,CV Mitra Bersama,1,20212295,Ekonomi Pembangunan,7,70.0
TR6048,Warehouse Staff,CV Nusa Mandiri,2,20200420,Teknik Industri,7,70.0
TR6048,Warehouse Staff,CV Nusa Mandiri,2,20200432,Teknik Industri,8,70.0
TR6048,Warehouse Staff,CV Nusa Mandiri,2,20193490,Teknik Industri,11,70.0
TR6048,Warehouse Staff,CV Nusa Mandiri,2,20203749,Manajemen,7,70.0
TR6048,Warehouse Staff,CV Nusa Mandiri,2,20206493,Teknik Industri,8,70.0
TR6049,Data Analyst,CV Mandiri Abadi,2,20193988,Statistika,11,94.0
TR6049,Data Analyst,CV Mandiri Abadi,2,202113265,Statistika,7,94.0
TR6049,Data Analyst,CV Mandiri Abadi,2,202013923,Statistika,8,94.0
TR6049,Data Analyst,CV Mandiri Abadi,2,202122258,Statistika,7,94.0
TR6049,Data Analyst,CV Mandiri Abadi,2,20212219,Statistika,6,88.0
TR605,IT Staff,CV Prima Terapan,2,20200131,Informatika,7,70.0
TR605,IT Staff,CV Prima Terapan,2,20190245,Informatika,9,70.0
TR605,IT Staff,CV Prima Terapan,2,20210944,Informatika,6,70.0
TR605,IT Staff,CV Prima Terapan,2,20211021,Informatika,7,70.0
TR605,IT Staff,CV Prima Terapan,2,20201375,Informatika,9,70.0
TR6050,IT Support,CV Jaya Informatika,2,20210338,Pendidikan Teknik Informatika,6,70.0
TR6050,IT Support,CV Jaya Informatika,2,20220346,Teknik Elektro,5,70.0
TR6050,IT Support,CV Jaya Informatika,2,20210383,Teknik Elektro,5,70.0
TR6050,IT Support,CV Jaya Informatika,2,20200418,Pendidikan Teknik Informatika,7,70.0
TR6050,IT Support,CV Jaya Informatika,2,20200472,Pendidikan Teknik Informatika,7,70.0
TR6051,Business Development Intern,PT Karya Makmur,1,20190498,Ekonomi Pembangunan,9,70.0
TR6051,Business Development Intern,PT Karya Makmur,1,20193066,Ekonomi Pembangunan,11,70.0
TR6051,Business Development Intern,PT Karya Makmur,1,20203749,Manajemen,7,70.0
TR6051,Business Development Intern,PT Karya Makmur,1,20204329,Ekonomi Pembangunan,9,70.0
TR6051,Business Development Intern,PT Karya Makmur,1,20219838,Manajemen,6,70.0
TR6052,Research Assistant,PT Solusi Global,1,20210026,Psikologi,6,70.0
TR6052,Research Assistant,PT Solusi Global,1,20210272,Farmasi,6,70.0
TR6052,Research Assistant,PT Solusi Global,1,20220356,Psikologi,5,70.0
TR6052,Research Assistant,PT Solusi Global,1,20211737,Psikologi,7,70.0
TR6052,Research Assistant,PT Solusi Global,1,20221891,Psikologi,5,70.0
TR6053,UI/UX Designer,PT Makmur Abadi,1,20200131,Informatika,7,70.0
TR6053,UI/UX Designer,PT Makmur Abadi,1,20190245,Informatika,9,70.0
TR6053,UI/UX Designer,PT Makmur Abadi,1,20220305,Informatika,5,70.0
TR6053,UI/UX Designer,PT Makmur Abadi,1,20210342,Sistem Informasi,5,70.0
TR6053,UI/UX Designer,PT Makmur Abadi,1,20220601,Sistem Informasi,5,70.0
TR6054,Geologist Intern,CV Mitra Utama,2,20220382,Teknik Sipil,4,70.0
TR6054,Geologist Intern,CV Mitra Utama,2,20210492,Teknik Sipil,5,70.0
TR6054,Geologist Intern,CV Mitra Utama,2,20211636,Teknik Sipil,7,70.0
TR6054,Geologist Intern,CV Mitra Utama,2,20221706,Teknik Sipil,5,70.0
TR6054,Geologist Intern,CV Mitra Utama,2,20212388,Teknik Sipil,6,70.0
TR6057,Mechanical Engineer Intern,CV Jaya Informatika,3,20210304,Teknik Mesin,5,100.0
TR6057,Mechanical Engineer Intern,CV Jaya Informatika,3,20191941,Teknik Mesin,9,100.0
TR6057,Mechanical Engineer Intern,CV Jaya Informatika,3,20203485,Teknik Mesin,9,100.0
TR6057,Mechanical Engineer Intern,CV Jaya Informatika,3,20214167,Teknik Mesin,5,100.0
TR6057,Mechanical Engineer Intern,CV Jaya Informatika,3,20224886,Teknik Mesin,5,100.0
TR6058,IT Support,PT Nusa Gemilang,1,20210338,Pendidikan Teknik Informatika,6,70.0
TR6058,IT Support,PT Nusa Gemilang,1,20210378,Informatika,6,70.0
TR6058,IT Support,PT Nusa Gemilang,1,20200418,Pendidikan Teknik Informatika,7,70.0
TR6058,IT Support,PT Nusa Gemilang,1,20200472,Pendidikan Teknik Informatika,7,70.0
TR6058,IT Support,PT Nusa Gemilang,1,20210589,Pendidikan Teknik Informatika,7,70.0
TR6059,Production Engineer Intern,PT Inovasi Karya,2,20210265,Teknik Industri,7,70.0
TR6059,Production Engineer Intern,PT Inovasi Karya,2,20200670,Teknik Mesin,7,70.0
TR6059,Production Engineer Intern,PT Inovasi Karya,2,20200723,Teknik Mesin,8,70.0
TR6059,Production Engineer Intern,PT Inovasi Karya,2,20200948,Teknik Industri,7,70.0
TR6059,Production Engineer Intern,PT Inovasi Karya,2,20201362,Teknik Industri,7,70.0
TR6060,IT Consultant Intern,CV Cipta Pratama,1,20200131,Informatika,7,70.0
TR6060,IT Consultant Intern,CV Cipta Pratama,1,20190245,Informatika,9,70.0
TR6060,IT Consultant Intern,CV Cipta Pratama,1,20210944,Informatika,6,70.0
TR6060,IT Consultant Intern,CV Cipta Pratama,1,20211021,Informatika,7,70.0
TR6060,IT Consultant Intern,CV Cipta Pratama,1,20201375,Informatika,9,70.0
TR6061,Environmental Analyst,PT Indo Data,2,20210492,Teknik Sipil,5,70.0
TR6061,Environmental Analyst,PT Indo Data,2,20211065,Agroteknologi,6,70.0
TR6061,Environmental Analyst,PT Indo Data,2,20211589,Agroteknologi,6,70.0
TR6061,Environmental Analyst,PT Indo Data,2,20211636,Teknik Sipil,7,70.0
TR6061,Environmental Analyst,PT Indo Data,2,20221645,Agroteknologi,5,70.0
TR6062,Data Analyst,PT Abadi Digital,1,202016029,Sistem Informasi,9,94.0
TR6062,Data Analyst,PT Abadi Digital,1,20212646,Sistem Informasi,6,88.0
TR6062,Data Analyst,PT Abadi Digital,1,20218729,Sistem Informasi,6,88.0
TR6062,Data Analyst,PT Abadi Digital,1,20199143,Sistem Informasi,10,88.0
TR6062,Data Analyst,PT Abadi Digital,1,202015174,Sistem Informasi,8,88.0
TR6063,Marketing Intern,CV Digital Perkasa,4,20190191,Manajemen,11,70.0
TR6063,Marketing Intern,CV Digital Perkasa,4,20200206,Manajemen,9,70.0
TR6063,Marketing Intern,CV Digital Perkasa,4,20210344,Manajemen,6,70.0
TR6063,Marketing Intern,CV Digital Perkasa,4,20220381,Ilmu Komunikasi,5,70.0
TR6063,Marketing Intern,CV Digital Perkasa,4,20200737,Ilmu Komunikasi,8,70.0
TR6065,Data Analyst,PT Perkasa Gemilang,1,20215801,Statistika,7,94.0
TR6065,Data Analyst,PT Perkasa Gemilang,1,20228936,Statistika,5,94.0
TR6065,Data Analyst,PT Perkasa Gemilang,1,202110494,Statistika,7,94.0
TR6065,Data Analyst,PT Perkasa Gemilang,1,202114287,Statistika,6,94.0
